id,sector,region,nivel_educacion,tipo_negocio,estado_civil_inicio,edad_inicio,anos_primer_millon,anos_trayectoria_total,capital_inicial_usd,patrimonio_m_usd,roi_anualizado_pct,horas_sem_pico,sacrificio_familia,sacrificio_salud,sacrificio_amor_pareja,sacrificio_amigos,sacrificio_ocio_hobbies,sacrificio_sueno,sacrificio_total,score_disciplina,score_conocimiento,score_red_contactos,score_vision,score_resiliencia,divorcios_num,hijos_num,sueno_horas_noche,ejercicio_dias_sem,empleos_generados,score_exito,bienestar_psicologico,satisfaccion_vida,attr_disciplina_pct,attr_oportunidad_pct,attr_conocimiento_pct,attr_red_pct,attr_trabajo_duro_pct,attr_vision_pct,attr_suerte_pct,attr_capital_inicial_pct
SUJ-0086,Finanzas,Barranquilla,Posgrado,Empresa propia,Soltero,25,6,13,2866,3.11,67.2,82,9.9,7.7,8.9,6.3,8.8,7.8,8.23,8.2,18,5.6,8.6,6.4,3,2,5.7,1.9,31,34.0,36,55,22.3,28.1,20.9,10.0,11.2,2.4,5.2,-0.1
SUJ-0087,Inmuebles,Lima,Universitario,Startup escalada,Casado,35,7,14,2061,1.3,17.0,80,7.8,8.6,8.3,6.5,9.9,8.3,8.23,6.1,29,4.6,8.6,8.0,2,1,6.4,5.2,61,21.4,41,47,23.8,15.1,25.3,6.6,11.6,12.7,2.7,2.2
SUJ-0088,Manufactura,Barranquilla,Universitario,Empresa propia,Soltero,25,10,16,7798,4.63,47.6,76,6.6,6.5,6.7,8.7,8.3,7.6,7.4,8.8,11,6.6,6.4,7.7,0,2,4.4,0.0,15,28.1,42,62,27.3,21.6,21.7,11.4,10.4,1.4,1.9,4.3
SUJ-0089,Servicios,Buenos Aires,Doctorado,Empresa propia,Unión libre,25,8,15,7033,1.85,24.5,67,7.0,6.8,5.9,4.1,7.9,6.1,6.3,8.5,24,7.6,3.6,9.1,6,2,6.6,3.2,48,28.6,43,55,28.1,18.8,23.8,9.7,8.6,8.6,0.0,2.4
SUJ-0090,Retail/Comercio,Caracas,Universitario,Empresa propia,Unión libre,21,8,21,7299,2.66,28.7,64,5.7,4.5,7.3,6.1,7.3,4.6,5.92,5.0,21,4.8,6.1,8.5,0,4,5.1,0.8,10,18.6,66,44,34.8,18.7,13.3,11.0,8.1,9.5,1.2,3.4
SUJ-0091,Tecnología,Monterrey,Universitario,Empresa propia,Unión libre,21,12,14,1678,3.17,56.4,83,8.1,5.8,8.7,6.4,9.8,8.0,7.8,6.6,18,5.0,4.5,6.2,2,3,4.8,1.1,64,29.6,40,46,16.4,16.6,15.9,21.5,13.2,13.1,2.2,1.1
SUJ-0092,Inmuebles,Medellín,Técnico,Startup escalada,Unión libre,28,11,14,12556,5.67,32.0,63,4.8,6.2,4.4,7.5,7.7,5.0,5.93,10.0,16,9.2,6.4,9.9,1,2,7.1,0.9,145,34.3,51,62,24.6,27.9,17.8,8.3,10.1,7.7,0.0,3.6
SUJ-0093,Inmuebles,Bucaramanga,Bachillerato,Franquicia,Unión libre,23,3,3,4548,12.11,24.3,50,5.9,6.7,5.6,3.1,6.2,5.3,5.47,5.3,36,5.7,6.1,8.3,0,0,4.3,1.8,2,24.9,61,44,26.4,18.3,11.3,15.5,14.5,6.7,5.8,1.5
SUJ-0094,Manufactura,Monterrey,Maestría,Empresa propia,Soltero,24,10,16,5116,1.19,29.6,74,6.5,5.6,7.2,5.5,6.7,8.6,6.68,5.4,17,4.0,7.9,10.0,1,0,4.8,4.2,351,32.1,61,58,34.4,13.6,19.7,10.4,7.9,6.4,7.5,0.1
SUJ-0095,Inmuebles,Bucaramanga,Posgrado,Empresa familiar,Casado,27,11,10,46372,1.0,24.8,76,8.6,6.3,7.1,5.5,7.6,8.9,7.33,8.3,21,7.0,7.0,6.4,0,1,6.9,5.4,184,26.5,52,70,34.5,18.7,11.9,9.7,11.2,7.6,5.5,0.9
SUJ-0096,Retail/Comercio,Caracas,Maestría,Startup escalada,Casado,26,8,15,2653,1.73,34.4,98,9.0,8.7,7.6,4.7,10.0,10.0,8.33,7.4,20,4.4,7.4,4.3,0,1,4.6,3.5,63,28.1,33,71,34.2,23.6,7.0,14.9,9.9,5.3,3.0,2.1
SUJ-0097,Retail/Comercio,Medellín,Técnico,Startup escalada,Unión libre,26,9,15,4008,5.44,60.8,73,5.3,5.7,6.3,5.7,9.5,9.9,7.07,5.4,14,5.2,7.6,8.4,1,1,5.0,3.4,16,35.0,51,44,24.8,24.4,20.1,2.6,8.7,12.4,3.9,3.1
SUJ-0098,Retail/Comercio,CDMX,Posgrado,Empresa familiar,Casado,26,6,10,9027,5.61,37.6,54,5.6,5.6,5.4,4.7,6.6,7.9,5.97,8.5,22,5.9,7.9,7.2,3,0,4.8,3.0,1,28.4,63,73,24.7,25.0,15.6,11.7,13.7,4.7,4.4,0.2
SUJ-0099,Tecnología,Barranquilla,Universitario,Empresa propia,Soltero,29,2,10,16989,3.05,49.8,89,8.7,6.2,5.9,6.0,9.7,7.4,7.32,8.7,34,5.1,7.5,8.3,3,0,4.8,2.5,29,29.7,38,71,24.4,22.3,8.2,16.6,16.2,7.7,2.7,1.9
SUJ-0100,Tecnología,Lima,Universitario,Startup escalada,Casado,41,14,21,1084,15.22,56.0,72,8.1,6.8,8.7,3.0,7.6,7.4,6.93,4.9,6,8.4,7.8,7.3,1,0,4.5,2.5,9,35.6,58,50,37.0,15.2,13.3,16.1,10.9,6.6,0.0,0.9
SUJ-0101,Tecnología,CDMX,Bachillerato,Holding,Casado,33,2,14,10625,3.04,47.9,70,7.9,5.8,7.0,6.7,8.0,8.8,7.37,10.0,22,8.0,7.2,9.5,1,2,4.8,5.2,176,37.4,42,56,36.6,16.9,16.5,12.9,7.5,5.6,3.4,0.6
SUJ-0102,Manufactura,CDMX,Técnico,Startup escalada,Soltero,23,13,21,20035,5.5,22.2,57,5.4,3.1,5.3,6.9,7.2,7.1,5.83,8.9,38,7.0,7.5,7.3,1,2,6.3,2.9,220,28.3,62,63,21.8,16.9,19.5,12.7,18.1,5.8,3.9,1.3
SUJ-0103,Finanzas,Santiago,Universitario,Startup escalada,Soltero,33,6,12,4398,11.33,46.5,79,7.3,5.4,6.3,7.8,9.5,9.3,7.6,7.9,2,5.2,5.5,8.1,4,3,5.5,2.5,14,38.9,39,68,24.4,19.3,20.9,5.7,12.3,9.9,7.5,-0.0
SUJ-0104,Retail/Comercio,Bogotá,Técnico,Empresa propia,Casado,19,11,9,2703,2.02,35.1,74,7.6,6.8,7.7,5.9,6.4,7.6,7.0,6.1,16,4.9,5.1,8.6,5,2,5.8,4.8,53,26.1,43,55,22.4,23.4,15.0,8.9,18.7,8.9,1.4,1.3
SUJ-0105,Servicios,Buenos Aires,Doctorado,Startup escalada,Soltero,22,7,16,9059,10.92,34.8,73,8.1,8.1,4.9,5.6,7.2,4.4,6.38,6.4,29,7.3,8.4,7.9,1,4,4.3,3.1,1,27.0,52,53,22.6,15.5,19.6,15.8,12.8,7.5,4.0,2.2
SUJ-0106,Finanzas,Monterrey,Universitario,Empresa propia,Soltero,30,10,19,2259,124.08,77.6,85,9.6,5.4,9.2,8.1,9.3,9.9,8.58,5.8,0,6.2,7.2,8.7,2,2,4.8,0.0,3,45.0,32,57,25.2,22.9,10.5,18.6,12.1,6.8,1.5,2.4
SUJ-0107,Retail/Comercio,Monterrey,Técnico,Empresa propia,Soltero,30,8,19,3879,1.76,37.5,87,9.8,8.6,9.5,8.2,10.0,9.0,9.18,5.2,6,8.6,8.7,8.3,4,1,3.0,3.7,6,25.9,34,44,18.4,19.8,24.7,12.5,11.8,7.6,2.7,2.5
SUJ-0108,Inmuebles,Monterrey,Universitario,Empresa propia,Unión libre,29,4,2,18177,9.68,16.3,77,6.0,7.1,6.7,6.3,7.3,6.7,6.68,7.7,13,6.4,8.5,7.6,4,2,5.4,2.7,6,22.2,40,58,29.2,14.0,16.9,8.8,16.2,7.9,4.5,2.5
SUJ-0109,Finanzas,Caracas,Posgrado,Empresa familiar,Casado,22,7,14,7139,3.9,30.2,80,9.3,8.0,4.6,6.3,6.9,7.6,7.12,7.1,15,6.5,7.5,8.2,1,1,6.4,3.0,11,24.6,57,53,33.9,15.4,12.6,14.6,13.3,7.0,0.9,2.3
SUJ-0110,Tecnología,Monterrey,Bachillerato,Empresa propia,Soltero,22,6,14,798,1.0,51.5,77,8.7,6.4,6.7,6.9,9.7,8.2,7.77,8.8,18,5.8,7.8,7.5,1,1,4.5,5.3,21,26.4,40,61,37.8,10.4,14.7,11.8,9.7,6.8,5.6,3.2
SUJ-0111,Finanzas,Caracas,Maestría,E-commerce,Casado,26,9,19,3200,32.33,62.1,95,10.0,8.7,8.5,7.4,10.0,7.5,8.68,8.3,25,6.3,9.1,7.1,1,4,4.8,4.2,12,41.8,32,59,27.3,25.8,13.2,15.2,8.2,5.9,2.9,1.5
SUJ-0112,Tecnología,Buenos Aires,Doctorado,Franquicia,Casado,24,7,15,7895,5.41,49.5,60,6.3,7.8,6.1,6.6,7.1,8.3,7.03,8.1,11,6.2,7.9,8.4,2,4,5.2,1.0,125,32.2,50,57,35.8,13.3,15.0,11.1,13.1,6.3,3.6,1.8
SUJ-0113,Agroindustria,CDMX,Universitario,Empresa familiar,Soltero,31,8,14,5254,3.68,16.6,58,6.7,5.5,8.6,5.5,6.7,5.8,6.47,7.5,13,6.6,8.0,10.0,1,1,4.1,4.0,24,28.4,51,62,34.0,18.9,12.9,12.2,7.9,7.4,4.0,2.7
SUJ-0114,Inmuebles,Buenos Aires,Universitario,Empresa propia,Soltero,24,3,5,8638,5.59,44.3,56,6.9,3.8,6.5,5.6,5.0,4.8,5.43,6.2,23,4.9,5.4,8.1,0,1,4.8,6.0,26,26.6,54,59,35.7,13.4,12.8,14.5,5.4,10.4,3.9,3.9
SUJ-0115,Manufactura,Monterrey,Bachillerato,Startup escalada,Casado,24,2,8,11465,1.0,24.4,79,7.7,8.6,10.0,7.0,9.8,10.0,8.85,8.4,33,3.7,7.8,7.9,1,0,5.1,7.0,25,20.8,44,75,20.8,17.2,21.9,10.6,16.6,6.9,4.1,1.9
SUJ-0116,Servicios,Bogotá,Posgrado,Startup escalada,Soltero,17,7,14,5240,3.62,36.6,71,8.6,6.9,8.2,5.5,9.4,5.8,7.4,7.8,19,4.2,10.0,6.6,1,3,3.9,0.1,11,35.8,56,63,29.7,9.1,20.9,16.0,6.5,12.1,3.7,2.0
SUJ-0117,Inmuebles,Cali,Universitario,Franquicia,Casado,31,7,16,34712,2.12,10.6,57,4.8,5.5,6.6,7.1,7.7,5.3,6.17,7.2,37,8.5,8.0,7.4,6,2,3.1,1.1,27,23.8,47,59,29.1,23.2,21.9,6.0,5.2,3.8,6.7,4.1
SUJ-0118,Tecnología,Medellín,Universitario,Empresa propia,Soltero,27,3,3,19690,2.81,59.1,70,8.2,8.4,7.2,5.4,6.6,7.3,7.18,6.8,21,5.8,9.4,7.1,3,2,6.1,1.1,51,29.1,39,58,15.1,28.3,14.9,13.9,13.1,7.8,6.9,0.0
SUJ-0119,Servicios,Monterrey,Universitario,Holding,Soltero,17,9,16,500,2.13,4.0,101,10.0,10.0,6.6,7.3,10.0,9.7,8.93,7.1,22,5.1,8.3,8.7,3,0,5.1,6.5,4,17.1,49,55,23.2,12.3,15.0,16.8,15.4,9.5,7.1,0.7
SUJ-0120,Retail/Comercio,Lima,Posgrado,Startup escalada,Unión libre,28,9,10,2478,1.84,32.1,78,9.7,7.3,4.8,5.7,6.4,7.7,6.93,5.9,16,7.7,7.3,7.8,1,2,4.2,4.4,2,25.4,40,58,24.4,24.5,12.6,15.0,10.1,7.8,5.6,-0.0
SUJ-0121,Inmuebles,Cali,Universitario,Startup escalada,Soltero,23,7,14,2859,1.18,44.3,92,10.0,6.5,9.8,9.3,10.0,9.2,9.13,9.3,26,5.2,8.0,10.0,2,4,5.8,2.3,71,30.7,36,59,26.1,24.3,8.7,15.1,12.9,12.8,0.0,0.1
SUJ-0122,Servicios,Buenos Aires,Técnico,Empresa propia,Casado,30,7,9,1629,1.92,4.0,55,5.8,4.6,5.8,2.4,8.6,5.6,5.47,4.8,34,5.8,10.0,6.1,0,0,6.1,2.7,23,20.9,61,49,30.1,8.6,25.0,18.7,10.3,1.3,4.1,1.9
SUJ-0123,Finanzas,Lima,Posgrado,Startup escalada,Soltero,25,2,3,2991,1.0,16.0,76,9.5,6.8,8.9,5.1,7.6,6.6,7.42,7.6,28,4.4,10.0,7.2,1,3,4.2,2.3,26,30.2,43,69,21.4,19.5,25.8,16.2,7.2,7.8,2.3,-0.2
SUJ-0124,Tecnología,Lima,Posgrado,Franquicia,Soltero,21,2,14,4424,4.76,64.3,79,8.4,6.7,5.5,7.1,10.0,10.0,7.95,7.5,13,7.3,7.8,6.8,3,1,5.3,1.5,3,30.9,33,67,31.1,18.5,11.8,12.2,12.3,7.5,3.9,2.7
SUJ-0125,Finanzas,Bucaramanga,Maestría,E-commerce,Soltero,36,8,9,500,1.43,54.4,82,8.6,6.3,8.4,6.8,9.2,10.0,8.22,8.0,23,4.4,6.1,3.7,1,4,5.3,1.9,10,24.1,43,71,35.1,16.2,15.4,3.1,9.2,15.9,4.2,0.9
SUJ-0126,Retail/Comercio,Lima,Técnico,Startup escalada,Soltero,35,4,8,1089,1.0,13.0,69,7.6,5.8,7.6,5.8,7.2,6.5,6.75,6.7,14,2.6,9.0,5.6,1,2,7.4,4.1,15,18.4,53,62,20.8,15.1,27.0,8.9,9.1,14.9,2.4,1.8
SUJ-0127,Inmuebles,Monterrey,Maestría,Empresa propia,Soltero,24,4,10,809,2.5,35.1,86,7.0,8.6,7.4,7.2,7.8,7.5,7.58,7.7,21,9.0,8.7,7.2,1,1,4.9,2.0,3,23.0,32,63,26.5,17.1,13.4,17.7,12.4,6.1,4.9,1.9
SUJ-0128,Servicios,Bucaramanga,Posgrado,Startup escalada,Soltero,28,8,7,500,1.0,14.5,79,9.3,7.0,6.2,7.6,7.4,8.6,7.68,9.1,31,5.2,8.4,7.9,0,1,5.5,3.8,19,19.9,35,65,27.5,24.2,18.0,4.9,10.7,10.0,3.9,0.8
SUJ-0129,Tecnología,Santiago,Técnico,E-commerce,Casado,23,14,23,5254,59.79,49.9,73,6.3,5.7,5.8,6.1,7.9,7.6,6.57,6.5,18,4.6,7.4,8.0,0,1,4.4,3.8,34,50.9,53,46,23.5,24.8,19.2,10.2,9.2,6.6,4.5,2.0
SUJ-0130,Retail/Comercio,CDMX,Posgrado,Startup escalada,Casado,17,5,9,3249,11.78,24.6,67,7.8,6.7,5.8,5.6,7.4,3.8,6.18,9.1,28,6.1,5.6,8.4,1,2,5.0,1.0,19,34.4,50,54,37.8,20.4,14.5,11.4,9.4,2.7,3.7,0.1
SUJ-0131,Retail/Comercio,Lima,Universitario,Empresa propia,Soltero,33,14,16,21922,1.0,9.8,52,2.8,5.6,5.0,6.1,5.0,4.9,4.9,7.2,35,2.5,6.5,5.8,1,1,6.0,1.1,35,20.9,75,72,22.1,28.0,14.0,8.4,13.4,5.3,5.3,3.5
SUJ-0132,Finanzas,Bogotá,Doctorado,Franquicia,Unión libre,21,6,15,867,2.44,60.7,46,5.1,4.4,4.4,4.3,7.2,2.5,4.65,8.2,23,8.0,7.0,6.6,3,4,5.2,3.0,132,34.4,68,63,30.0,22.9,10.1,10.2,15.8,5.1,2.7,3.2
SUJ-0133,Tecnología,São Paulo,Técnico,Startup escalada,Soltero,33,9,10,20833,3.86,37.6,63,6.8,4.2,7.0,6.1,8.7,5.8,6.43,5.5,17,3.6,8.6,9.1,0,1,3.9,3.0,110,32.1,52,51,37.2,21.2,11.2,14.3,4.8,4.4,1.9,5.0
SUJ-0134,Finanzas,Medellín,Posgrado,Empresa propia,Soltero,30,10,18,724,1.51,49.4,70,8.0,5.9,6.8,2.2,6.5,8.0,6.23,8.9,41,4.8,6.0,9.3,0,4,4.2,0.9,4,19.5,58,63,15.5,22.6,19.9,17.3,14.3,2.8,4.8,2.8
SUJ-0135,Agroindustria,Lima,Universitario,Empresa propia,Casado,27,11,17,7724,3.01,28.4,63,8.5,5.6,4.8,4.5,8.0,6.9,6.38,10.0,4,5.4,8.1,9.2,2,0,6.5,5.8,3,19.2,64,66,23.8,5.4,17.5,21.0,16.9,9.4,4.2,1.8
SUJ-0136,Finanzas,Caracas,Doctorado,Empresa familiar,Soltero,25,8,14,2277,1.07,36.5,77,7.7,7.7,8.3,5.1,9.2,5.3,7.22,6.0,25,5.0,3.8,8.0,0,3,6.0,3.3,6,23.4,39,58,20.2,17.4,15.5,13.2,13.6,13.6,5.4,1.1
SUJ-0137,Retail/Comercio,Santiago,Universitario,Empresa propia,Soltero,30,6,12,14026,1.0,24.6,83,6.7,6.1,6.4,5.5,10.0,7.8,7.08,7.1,11,5.5,10.0,5.1,0,0,4.8,1.7,17,24.6,52,55,31.0,8.6,18.1,10.1,19.7,7.3,2.5,2.7
SUJ-0138,Inmuebles,Barranquilla,Doctorado,Empresa familiar,Soltero,20,10,16,507,6.78,24.6,55,5.7,4.7,5.4,4.1,4.8,6.4,5.18,9.1,24,7.8,8.7,9.7,2,0,4.8,0.0,6,24.1,49,75,28.5,24.6,22.0,12.1,6.8,2.1,1.3,2.6
SUJ-0139,Finanzas,Caracas,Maestría,Empresa propia,Casado,34,8,6,24377,1.32,72.2,80,8.3,8.8,6.4,5.7,8.1,9.2,7.75,5.8,31,8.8,7.1,6.2,3,2,6.8,5.3,128,30.1,44,46,33.6,25.3,11.7,12.5,6.6,4.8,2.1,3.4
SUJ-0140,Salud/Farma,Buenos Aires,Universitario,Empresa propia,Casado,26,5,8,500,1.42,39.5,72,7.6,5.9,6.2,6.8,6.7,7.4,6.77,8.6,24,9.5,8.5,8.9,1,2,5.8,4.0,8,22.0,38,82,21.4,14.3,18.9,9.6,15.0,11.4,4.1,5.3
SUJ-0141,Salud/Farma,São Paulo,Maestría,Startup escalada,Soltero,34,12,15,2207,1.0,37.3,49,3.4,4.6,4.8,3.2,6.1,5.8,4.65,5.7,41,5.3,6.8,6.9,0,3,5.2,3.1,8,24.3,69,63,27.0,17.7,23.3,13.1,4.6,6.8,2.5,5.0
SUJ-0142,Finanzas,Buenos Aires,Doctorado,Holding,Soltero,25,8,18,4991,178.64,79.0,85,8.5,9.5,7.5,7.8,8.9,7.7,8.32,6.4,37,5.2,7.3,7.8,4,1,5.1,4.5,60,58.3,20,50,23.6,9.7,17.2,19.6,14.9,10.6,3.7,0.7
SUJ-0143,Retail/Comercio,Santiago,Universitario,E-commerce,Casado,26,4,11,11286,1.31,33.3,60,5.8,4.2,6.0,5.9,6.2,5.6,5.62,8.3,24,4.6,6.3,6.3,2,2,7.2,3.0,16,23.7,58,61,20.6,20.0,17.1,15.4,17.9,6.8,0.0,2.2
SUJ-0144,Finanzas,Barranquilla,Universitario,E-commerce,Casado,27,3,9,24145,1.81,43.4,107,10.0,10.0,9.8,6.6,10.0,9.6,9.33,9.3,45,4.2,9.4,7.4,0,2,4.4,0.5,7,26.1,37,63,27.8,20.0,18.6,5.9,16.1,8.1,0.8,2.7
SUJ-0145,Finanzas,Buenos Aires,Posgrado,Startup escalada,Soltero,29,14,26,4469,5.76,27.9,88,9.5,6.9,9.9,4.8,8.3,8.6,8.0,8.7,26,4.5,8.7,5.9,4,1,5.7,1.3,8,34.5,47,61,29.4,17.9,15.4,9.7,9.4,12.3,2.7,3.2
SUJ-0146,Tecnología,Buenos Aires,Universitario,Empresa propia,Soltero,36,5,4,11327,4.12,42.6,70,6.4,6.4,5.6,5.2,7.3,5.2,6.02,7.9,18,1.4,9.0,6.2,0,4,5.5,0.0,2,27.9,48,75,26.5,24.6,17.6,7.9,12.5,8.1,2.0,0.8
SUJ-0147,Manufactura,Buenos Aires,Bachillerato,Franquicia,Soltero,23,10,21,10391,3.72,27.0,72,8.8,6.6,3.2,7.2,9.3,5.8,6.82,6.2,14,8.6,10.0,6.7,0,3,4.9,4.9,9,34.1,48,60,34.1,17.6,14.9,15.4,3.8,10.7,3.1,0.4
SUJ-0148,Retail/Comercio,Santiago,Universitario,Empresa propia,Soltero,25,8,14,6773,3.69,41.4,54,6.9,4.7,4.3,4.9,6.4,6.3,5.58,7.5,27,2.2,8.9,4.6,2,0,4.2,3.1,3,26.7,61,58,23.9,23.7,17.3,8.7,14.7,6.8,4.8,0.1
SUJ-0149,Tecnología,São Paulo,Universitario,E-commerce,Casado,25,9,12,9393,5.73,43.2,96,7.0,6.7,10.0,9.6,10.0,9.1,8.73,7.1,25,9.0,6.1,6.4,3,3,5.0,1.1,3,29.8,47,61,26.4,8.9,18.9,19.0,7.9,11.8,5.4,1.7
SUJ-0150,Finanzas,CDMX,Universitario,Empresa propia,Soltero,17,14,18,500,30.45,70.3,61,6.4,4.6,7.3,3.1,7.6,5.2,5.7,8.2,25,5.7,7.1,5.3,2,2,7.5,3.8,35,43.1,62,59,27.2,18.1,14.6,2.2,20.9,8.7,6.0,2.3
SUJ-0151,Servicios,Medellín,Técnico,Empresa propia,Soltero,22,10,14,4661,1.84,4.0,73,7.8,6.0,6.1,4.1,9.6,7.5,6.85,7.5,19,4.0,7.1,6.0,0,0,5.9,1.9,43,22.2,43,65,20.4,14.3,18.7,23.8,15.3,3.1,3.9,0.5
SUJ-0152,Finanzas,Santiago,Maestría,Franquicia,Unión libre,23,10,21,12329,30.16,42.8,64,8.9,4.7,6.1,3.7,7.9,5.8,6.18,6.7,26,2.0,6.9,5.9,3,3,6.9,2.6,447,44.9,56,46,26.2,21.0,12.2,8.9,13.8,13.2,2.3,2.4
SUJ-0153,Tecnología,Barranquilla,Maestría,Empresa propia,Casado,41,6,13,5142,4.0,58.1,79,6.6,6.7,4.9,7.1,7.4,8.3,6.83,8.5,45,7.2,7.1,9.9,0,3,5.7,0.4,99,38.9,46,48,38.5,12.0,18.9,8.8,9.0,5.1,6.1,1.6
SUJ-0154,Retail/Comercio,Lima,Técnico,Empresa propia,Casado,27,4,12,16540,4.96,30.2,72,5.5,5.3,6.0,6.6,7.5,7.5,6.4,7.0,25,2.4,6.5,5.3,1,0,5.0,2.8,64,33.2,38,52,29.9,14.7,9.5,20.3,14.9,5.8,2.7,2.2
SUJ-0155,Salud/Farma,CDMX,Posgrado,Holding,Soltero,28,16,19,14348,5.98,33.4,64,7.2,4.5,5.5,5.8,8.3,6.4,6.28,6.4,34,4.7,10.0,7.7,3,2,5.7,3.4,9,33.4,43,63,30.2,11.9,14.9,16.8,9.5,9.6,5.4,1.7
SUJ-0156,Finanzas,CDMX,Posgrado,Franquicia,Casado,17,7,13,15928,9.54,49.9,79,7.0,4.7,8.8,6.5,8.2,6.5,6.95,7.4,33,8.0,7.6,8.3,2,2,5.9,4.4,20,36.1,46,55,23.3,18.2,13.2,17.4,11.9,8.1,4.5,3.4
SUJ-0157,Manufactura,Lima,Doctorado,Startup escalada,Casado,25,6,15,1114,1.88,33.9,93,9.0,9.9,8.5,9.0,10.0,8.0,9.07,6.3,9,5.6,8.4,7.3,0,1,4.7,2.0,108,31.0,42,48,40.3,11.9,12.8,14.3,10.1,6.2,0.8,3.6
SUJ-0158,Inmuebles,Bogotá,Bachillerato,Holding,Soltero,31,8,18,2239,3.77,28.3,73,6.7,6.2,5.7,5.7,8.8,6.5,6.6,6.3,25,4.9,8.7,8.8,0,1,5.1,0.9,14,24.5,50,61,32.2,14.7,17.1,16.3,5.8,10.5,2.0,1.4
SUJ-0159,Finanzas,Bucaramanga,Universitario,Empresa propia,Unión libre,41,7,8,500,1.89,43.9,43,6.2,3.3,3.0,5.3,4.5,3.5,4.3,9.2,18,5.9,9.4,6.8,0,4,4.9,2.0,57,29.7,62,58,21.6,13.4,12.3,14.7,20.4,9.7,6.0,1.9
SUJ-0160,Inmuebles,Medellín,Doctorado,E-commerce,Unión libre,21,13,22,32503,7.7,20.2,77,8.9,5.3,8.7,9.0,8.9,7.8,8.1,5.6,11,8.4,8.7,7.8,0,1,3.6,1.4,38,30.9,48,54,37.8,16.1,12.7,11.5,6.4,7.6,7.3,0.6
SUJ-0161,Finanzas,Medellín,Doctorado,Empresa propia,Casado,17,9,14,2154,22.72,78.5,52,5.4,4.1,5.5,3.5,6.0,6.0,5.08,9.8,2,5.0,7.5,7.5,4,1,5.9,0.0,95,45.0,50,65,34.7,13.8,10.9,9.3,16.9,7.7,4.1,2.6
SUJ-0162,Manufactura,Bogotá,Maestría,Startup escalada,Casado,21,2,9,3659,1.0,23.7,54,7.7,2.6,4.5,3.9,5.0,7.1,5.13,9.2,37,6.3,8.2,6.8,0,3,4.4,2.4,60,23.1,79,79,23.3,16.3,16.2,23.0,8.4,5.4,3.3,4.1
SUJ-0163,Manufactura,Bucaramanga,Maestría,Empresa familiar,Soltero,21,4,8,2571,1.95,30.9,52,5.9,4.1,7.1,1.9,5.4,5.5,4.98,5.5,33,7.8,7.2,8.5,1,1,5.5,2.0,4,20.3,61,58,32.4,5.2,16.3,17.9,13.5,7.3,4.3,3.1
SUJ-0164,Retail/Comercio,Medellín,Técnico,E-commerce,Soltero,21,7,18,500,1.0,25.4,82,8.6,7.9,9.0,7.2,9.0,8.2,8.32,7.7,13,4.6,8.0,7.5,0,1,7.2,5.5,58,26.6,34,51,36.8,17.7,13.2,7.6,13.4,7.7,3.6,-0.0
SUJ-0165,Tecnología,Barranquilla,Posgrado,Holding,Soltero,31,11,18,2422,56.1,74.7,53,5.6,4.1,5.1,4.0,5.9,4.8,4.92,7.9,19,4.8,9.7,7.3,2,0,3.9,3.2,9,45.5,57,48,20.5,17.5,17.0,18.7,13.4,8.3,3.0,1.6
SUJ-0166,Servicios,Cali,Universitario,Empresa propia,Casado,28,1,5,826,7.94,21.9,86,7.8,8.0,6.5,6.5,9.7,8.2,7.78,7.6,25,6.8,5.6,5.6,1,2,4.3,1.0,19,26.9,37,56,22.6,12.2,27.1,9.1,10.5,8.9,8.8,0.8
SUJ-0167,Finanzas,Cali,Universitario,Franquicia,Soltero,19,9,13,4010,3.34,52.7,83,10.0,8.2,10.0,9.0,8.4,8.7,9.05,7.2,26,6.4,9.5,7.0,1,2,4.8,0.0,8,30.0,29,49,28.1,15.6,17.7,20.5,7.5,8.8,0.3,1.5
SUJ-0168,Tecnología,Medellín,Maestría,Startup escalada,Unión libre,34,9,18,27247,13.44,40.2,61,6.9,6.3,7.2,5.8,9.4,6.3,6.98,6.8,21,9.0,8.0,7.3,0,2,6.3,2.5,124,37.9,53,47,25.2,8.0,28.2,13.6,6.3,14.1,3.0,1.6
SUJ-0169,Tecnología,Monterrey,Técnico,Empresa propia,Soltero,37,10,19,9585,496.61,77.0,79,9.0,6.8,7.5,5.0,8.1,10.0,7.73,6.2,16,4.7,6.3,9.8,0,1,4.0,0.0,17,60.0,35,46,11.4,26.9,22.7,20.0,8.6,5.4,3.6,1.4
SUJ-0170,Manufactura,Medellín,Universitario,Empresa propia,Soltero,17,6,12,9817,2.65,27.8,88,8.1,8.9,6.6,6.2,10.0,7.6,7.9,6.7,34,5.1,7.7,6.7,0,2,5.1,4.1,38,29.8,42,67,20.0,15.0,13.8,15.7,17.1,13.6,3.3,1.5
SUJ-0171,Manufactura,Lima,Doctorado,Franquicia,Casado,33,11,16,4829,4.19,50.0,64,7.2,7.1,7.2,4.2,6.9,4.6,6.2,9.3,9,5.4,6.4,9.0,0,3,4.8,0.5,7,30.9,44,66,28.0,18.2,13.4,18.4,12.8,5.7,2.6,0.9
SUJ-0172,Tecnología,Lima,Universitario,Holding,Soltero,24,4,13,13340,2.3,44.0,89,8.8,6.5,7.0,7.3,10.0,7.7,7.88,9.8,11,3.4,7.7,7.4,3,4,5.7,4.1,12,27.0,32,75,24.5,20.2,24.6,5.8,8.6,10.5,3.7,2.1
